cd_fcu;tem_risco;n_setores_risco
33024030002;0;0
33024030003;0;0
33024030004;0;0
33024030005;0;0
33024030006;0;0
33024030007;0;0
33024030008;0;0
33024030009;0;0
33024030010;0;0
33024030011;0;0
33024030012;0;0
33024030013;0;0
33024030015;0;0
33024030017;0;0
33024030019;0;0
33024030020;0;0
33024030021;0;0
33024030022;0;0
33024030023;0;0
33024030024;0;0
33024030026;0;0
33024030028;0;0
33024030029;0;0
33024030032;0;0
33024030033;0;0
33025020001;0;0
33025020002;0;0
33025020003;0;0
33025020004;0;0
33025020006;0;0
33025020007;0;0
33025020008;0;0
33025020009;0;0
33025020010;0;0
33025020014;0;0
33025020015;0;0
33025020016;0;0
33025020017;0;0
33025020018;0;0
33025020019;0;0
33025020020;0;0
33025020021;0;0
33025020022;0;0
33025020023;0;0
33025020025;0;0
33025020028;0;0
33025020030;0;0
33025020031;0;0
33025020034;0;0
33025020035;0;0
33026010001;0;0
33026010008;0;0
33026010012;0;0
33026010013;0;0
33026010014;0;0
33026010016;0;0
33026010019;0;0
33026010020;0;0
33026010021;0;0
33026010022;0;0
33026010023;0;0
33026010024;0;0
33027000001;0;0
33027000003;0;0
33027000006;0;0
33027000008;0;0
33027000010;0;0
33027000015;0;0
33027000016;0;0
33027000017;0;0
33027000019;0;0
33027000023;0;0
33028090001;0;0
33028580001;0;0
33028580002;0;0
33028580004;0;0
33028580008;0;0
33032030004;0;0
33032030005;0;0
33032030008;0;0
33032030009;0;0
33033020001;0;0
33033020002;0;0
33033020003;0;0
33033020004;0;0
33033020006;0;0
33033020007;0;0
33033020008;0;0
33033020010;0;0
33033020013;0;0
33033020015;0;0
33033020017;0;0
33033020018;0;0
33033020019;0;0
33033020021;0;0
33033020022;0;0
33033020023;0;0
33033020024;0;0
33033020027;0;0
33033020028;0;0
33033020029;0;0
33033020030;0;0
33033020031;0;0
33033020032;0;0
33033020033;0;0
33033020034;0;0
33033020035;0;0
33033020036;0;0
33033020037;0;0
33033020038;0;0
33033020039;0;0
33033020040;0;0
33033020041;0;0
33033020042;0;0
33033020043;0;0
33033020044;0;0
33033020045;0;0
33033020046;0;0
33033020047;0;0
33033020048;0;0
33033020049;0;0
33033020050;0;0
33033020051;0;0
33033020052;0;0
33033020053;0;0
33033020054;0;0
33033020055;0;0
33033020056;0;0
33033020057;0;0
33033020058;0;0
33033020059;0;0
33033020060;0;0
33033020061;0;0
33033020062;0;0
33033020063;0;0
33033020064;0;0
33033020066;0;0
33033020067;0;0
33033020068;0;0
33033020069;0;0
33033020070;0;0
33033020071;0;0
33033020073;0;0
33033020075;0;0
33033020076;0;0
33033020077;0;0
33033020078;0;0
33033020079;0;0
33033020080;0;0
33033020082;0;0
33033020083;0;0
33033020087;0;0
33033020088;0;0
33033020089;0;0
33033020090;0;0
33033020091;0;0
33033020092;0;0
33033020093;0;0
33033020094;0;0
33033020095;0;0
33033020096;0;0
33033020097;0;0
33033020098;0;0
33033020099;0;0
33034010001;0;0
33034010002;1;1
33034010003;1;1
33034010004;0;0
33034010005;1;1
33034010006;0;0
33034010007;1;1
33035000008;0;0
33035000095;0;0
33035000100;0;0
33035000102;0;0
33035000104;0;0
33035000106;0;0
33035000110;0;0
33035000111;0;0
33035000116;0;0
33035000119;0;0
33035000120;0;0
33035000121;0;0
33035000122;0;0
33035000123;0;0
33035000124;0;0
33035000125;0;0
33035000126;0;0
33035000129;0;0
33035000130;0;0
33035000132;0;0
33035000133;0;0
33035000135;0;0
33035000136;0;0
33035000137;0;0
33035000138;0;0
33035000141;0;0
33035000146;0;0
33035000148;0;0
33035000153;0;0
33035000155;0;0
33035000156;0;0
33035000157;0;0
33035000158;0;0
33035000159;0;0
33035000160;0;0
33035000161;0;0
33035000162;0;0
33035000163;0;0
33035000164;0;0
33035000165;0;0
33035000166;0;0
33035000167;0;0
33035000168;0;0
33035000170;0;0
33035000171;0;0
33035000172;0;0
33035000175;0;0
33035000178;0;0
33035000179;0;0
33035000180;0;0
33035000182;0;0
33035000183;0;0
33035000184;0;0
33035000185;0;0
33035000186;0;0
33035000187;0;0
33035000191;0;0
33035000192;0;0
33036090004;0;0
33036090005;0;0
33036090006;0;0
33036090007;0;0
33036090008;0;0
33036090009;0;0
33036090010;0;0
33036090011;0;0
33039060002;0;0
33039060003;0;0
33039060004;0;0
33039060005;0;0
33039060006;0;0
33039060007;0;0
33039060008;0;0
33039060009;0;0
33039060010;0;0
33039060011;0;0
33039060012;0;0
33039060013;0;0
33039060014;0;0
33039060015;0;0
33039060016;0;0
33039060018;0;0
33039060019;0;0
33039060020;0;0
33039060021;0;0
33039060022;0;0
33039060024;0;0
33039060025;0;0
33039060026;0;0
33039060027;0;0
33039060028;0;0
33039060029;0;0
33039060030;0;0
33039060031;0;0
33039060032;0;0
33039060033;0;0
33039060034;0;0
33039060035;0;0
33039060037;0;0
33039060038;0;0
33039060039;0;0
33039060040;0;0
33039060041;0;0
33039060042;0;0
33039060043;0;0
33039060044;0;0
33039060045;0;0
33039060052;0;0
33039550001;0;0
33040030001;0;0
33040030002;0;0
33040030003;0;0
33041440001;0;0
33041440004;0;0
33041440005;0;0
33041440006;0;0
33041440007;0;0
33041440008;0;0
33041440009;0;0
33041440011;0;0
33042010001;0;0
33042010002;0;0
33042010003;0;0
33042010004;0;0
33043000001;0;0
33043000003;0;0
33043000004;0;0
33044090003;0;0
33044090007;0;0
33045240007;0;0
33045240008;0;0
33045240009;0;0
33045240010;0;0
33045240011;0;0
33045240012;0;0
33045240014;0;0
33045240015;0;0
33045240016;0;0
33045570001;0;0
33045570002;0;0
33045570003;0;0
33045570004;0;0
33045570005;0;0
33045570007;0;0
33045570008;0;0
33045570009;0;0
33045570012;0;0
33045570013;0;0
33045570014;0;0
33045570017;0;0
33045570018;0;0
33045570019;0;0
33045570021;0;0
33045570022;0;0
33045570023;0;0
33045570024;0;0
33045570025;0;0
33045570026;0;0
33045570027;0;0
33045570028;0;0
33045570031;0;0
33045570035;0;0
33045570036;0;0
33045570038;0;0
33045570039;0;0
33045570040;0;0
33045570041;0;0
33045570042;0;0
33045570044;0;0
33045570046;0;0
33045570047;0;0
33045570048;0;0
33045570049;0;0
33045570050;0;0
33045570051;0;0
33045570052;0;0
33045570053;0;0
33045570055;0;0
33045570056;0;0
33045570060;0;0
33045570061;0;0
33045570063;0;0
33045570064;0;0
33045570066;0;0
33045570067;0;0
33045570068;0;0
33045570069;0;0
33045570071;0;0
33045570072;0;0
33045570073;0;0
33045570074;0;0
33045570075;0;0
33045570076;0;0
33045570077;0;0
33045570078;0;0
33045570079;0;0
33045570081;0;0
33045570082;0;0
33045570086;0;0
33045570088;0;0
33045570089;0;0
33045570090;0;0
33045570091;0;0
33045570092;0;0
33045570093;0;0
33045570095;0;0
33045570097;0;0
33045570098;0;0
33045570099;0;0
33045570100;0;0
33045570101;0;0
33045570103;0;0
33045570104;0;0
33045570105;0;0
33045570106;0;0
33045570109;0;0
33045570110;0;0
33045570111;0;0
33045570114;0;0
33045570115;0;0
33045570117;0;0
33045570119;0;0
33045570120;0;0
33045570121;0;0
33045570122;0;0
33045570124;0;0
33045570125;0;0
33045570126;0;0
33045570127;0;0
33045570128;0;0
33045570129;0;0
33045570130;0;0
33045570132;0;0
33045570133;0;0
33045570134;0;0
33045570135;0;0
33045570136;0;0
33045570137;0;0
33045570138;0;0
33045570139;0;0
33045570142;0;0
33045570143;0;0
33045570145;0;0
33045570146;0;0
33045570147;0;0
33045570148;0;0
33045570149;0;0
33045570150;0;0
33045570152;0;0
33045570154;0;0
33045570155;0;0
33045570156;0;0
33045570159;0;0
33045570160;0;0
33045570161;0;0
33045570163;0;0
33045570165;0;0
33045570167;0;0
33045570168;0;0
33045570170;0;0
33045570171;0;0
33045570172;0;0
33045570174;0;0
33045570178;0;0
33045570180;0;0
33045570182;0;0
33045570185;0;0
33045570186;0;0
33045570187;0;0
33045570189;0;0
33045570190;0;0
33045570193;0;0
33045570194;0;0
33045570195;0;0
33045570196;0;0
33045570197;0;0
33045570198;0;0
33045570200;0;0
33045570201;0;0
33045570202;0;0
33045570203;0;0
33045570204;0;0
33045570205;0;0
33045570206;0;0
33045570209;0;0
33045570210;0;0
33045570212;0;0
33045570214;0;0
33045570216;0;0
33045570219;0;0
33045570221;0;0
33045570226;0;0
33045570227;0;0
33045570228;0;0
33045570229;0;0
33045570230;0;0
33045570231;0;0
33045570232;0;0
33045570233;0;0
33045570234;0;0
33045570235;0;0
33045570237;0;0
33045570238;0;0
33045570240;0;0
33045570241;0;0
33045570242;0;0
33045570244;0;0
33045570245;0;0
33045570246;0;0
33045570247;0;0
33045570248;0;0
33045570249;0;0
33045570250;0;0
33045570252;0;0
33045570253;0;0
33045570254;0;0
33045570255;0;0
33045570256;0;0
33045570257;0;0
33045570258;0;0
33045570260;0;0
33045570261;0;0
33045570263;0;0
33045570267;0;0
33045570268;0;0
33045570270;0;0
33045570274;0;0
33045570278;0;0
33045570279;0;0
33045570284;0;0
33045570286;0;0
33045570287;0;0
33045570289;0;0
33045570290;0;0
33045570291;0;0
33045570294;0;0
33045570295;0;0
33045570297;0;0
33045570298;0;0
33045570299;0;0
33045570300;0;0
33045570301;0;0
33045570302;0;0
33045570304;0;0
33045570306;0;0
33045570307;0;0
33045570308;0;0
33045570309;0;0
33045570310;0;0
33045570313;0;0
33045570315;0;0
33045570318;0;0
33045570319;0;0
33045570326;0;0
33045570331;0;0
33045570335;0;0
33045570336;0;0
33045570337;0;0
33045570339;0;0
33045570340;0;0
33045570341;0;0
33045570342;0;0
33045570343;0;0
33045570354;0;0
33045570356;0;0
33045570358;0;0
33045570360;0;0
33045570361;0;0
33045570362;0;0
33045570364;0;0
33045570371;0;0
33045570372;0;0
33045570374;0;0
33045570379;0;0
33045570380;0;0
33045570381;0;0
33045570382;0;0
33045570383;0;0
33045570384;0;0
33045570386;0;0
33045570387;0;0
33045570388;0;0
33045570390;0;0
33045570393;0;0
33045570395;0;0
33045570396;0;0
33045570397;0;0
33045570399;0;0
33045570400;0;0
33045570401;0;0
33045570402;0;0
33045570405;0;0
33045570406;0;0
33045570407;0;0
33045570409;0;0
33045570410;0;0
33045570411;0;0
33045570412;0;0
33045570413;0;0
33045570414;0;0
33045570415;0;0
33045570503;0;0
33045570505;0;0
33045570507;0;0
33045570508;0;0
33045570509;0;0
33045570510;0;0
33045570511;0;0
33045570513;0;0
33045570514;0;0
33045570515;0;0
33045570517;0;0
33045570518;0;0
33045570519;0;0
33045570520;0;0
33045570521;0;0
33045570522;0;0
33045570523;0;0
33045570524;0;0
33045570525;0;0
33045570526;0;0
33045570527;0;0
33045570528;0;0
33045570529;0;0
33045570530;0;0
33045570531;0;0
33045570536;0;0
33045570539;0;0
33045570540;0;0
33045570541;0;0
33045570542;0;0
33045570543;0;0
33045570544;0;0
33045570545;0;0
33045570546;0;0
33045570547;0;0
33045570548;0;0
33045570549;0;0
33045570550;0;0
33045570551;0;0
33045570552;0;0
33045570553;0;0
33045570554;0;0
33045570555;0;0
33045570557;0;0
33045570558;0;0
33045570559;0;0
33045570560;0;0
33045570562;0;0
33045570564;0;0
33045570565;0;0
33045570566;0;0
33045570567;0;0
33045570568;0;0
33045570569;0;0
33045570570;0;0
33045570571;0;0
33045570572;0;0
33045570573;0;0
33045570575;0;0
33045570576;0;0
33045570577;0;0
33045570578;0;0
33045570579;0;0
33045570580;0;0
33045570581;0;0
33045570582;0;0
33045570583;0;0
33045570585;0;0
33045570586;0;0
33045570587;0;0
33045570588;0;0
33045570589;0;0
33045570590;0;0
33045570591;0;0
33045570592;0;0
33045570593;0;0
33045570595;0;0
33045570596;0;0
33045570597;0;0
33045570602;0;0
33045570603;0;0
33045570604;0;0
33045570605;0;0
33045570606;0;0
33045570607;0;0
33045570608;0;0
33045570609;0;0
33045570610;0;0
33045570612;0;0
33045570613;0;0
33045570614;0;0
33045570616;0;0
33045570617;0;0
33045570618;0;0
33045570620;0;0
33045570621;0;0
33045570622;0;0
33045570623;0;0
33045570624;0;0
33045570625;0;0
33045570626;0;0
33045570627;0;0
33045570629;0;0
33045570630;0;0
33045570631;0;0
33045570633;0;0
33045570635;0;0
33045570636;0;0
33045570637;0;0
33045570639;0;0
33045570641;0;0
33045570642;0;0
33045570643;0;0
33045570644;0;0
33045570648;0;0
33045570649;0;0
33045570650;0;0
33045570651;0;0
33045570652;0;0
33045570653;0;0
33045570654;0;0
33045570655;0;0
33045570656;0;0
33045570657;0;0
33045570658;0;0
33045570659;0;0
33045570660;0;0
33045570661;0;0
33045570662;0;0
33045570663;0;0
33045570665;0;0
33045570666;0;0
33045570670;0;0
33045570671;0;0
33045570672;0;0
33045570673;0;0
33045570674;0;0
33045570675;0;0
33045570676;0;0
33045570677;0;0
33045570678;0;0
33045570679;0;0
33045570680;0;0
33045570681;0;0
33045570682;0;0
33045570683;0;0
33045570684;0;0
33045570685;0;0
33045570686;0;0
33045570687;0;0
33045570688;0;0
33045570689;0;0
33045570690;0;0
33045570691;0;0
33045570692;0;0
33045570693;0;0
33045570694;0;0
33045570695;0;0
33045570697;0;0
33045570698;0;0
33045570699;0;0
33045570700;0;0
33045570702;0;0
33045570706;0;0
33045570707;0;0
33045570710;0;0
33045570711;0;0
33045570712;0;0
33045570713;0;0
33045570714;0;0
33045570715;0;0
33045570716;0;0
33045570717;0;0
33045570720;0;0
33045570721;0;0
33045570722;0;0
33045570723;0;0
33045570724;0;0
33045570725;0;0
33045570726;0;0
33045570727;0;0
33045570728;0;0
33045570729;0;0
33045570730;0;0
33045570731;0;0
33045570732;0;0
33045570733;0;0
33045570734;0;0
33045570735;0;0
33045570736;0;0
33045570737;0;0
33045570738;0;0
33045570743;0;0
33045570744;0;0
33045570745;0;0
33045570747;0;0
33045570748;0;0
33045570749;0;0
33045570750;0;0
33045570751;0;0
33045570752;0;0
33045570754;0;0
33045570755;0;0
33045570756;0;0
33045570757;0;0
33045570758;0;0
33045570759;0;0
33045570760;0;0
33045570763;0;0
33045570764;0;0
33045570766;0;0
33045570767;0;0
33045570768;0;0
33045570769;0;0
33045570770;0;0
33045570772;0;0
33045570774;0;0
33045570775;0;0
33045570776;0;0
33045570778;0;0
33045570782;0;0
33045570783;0;0
33045570784;0;0
33045570785;0;0
33045570786;0;0
33045570787;0;0
33045570789;0;0
33045570791;0;0
33045570792;0;0
33045570793;0;0
33045570794;0;0
33045570796;0;0
33045570797;0;0
33045570800;0;0
33045570803;0;0
33045570804;0;0
33045570806;0;0
33045570807;0;0
33045570808;0;0
33045570809;0;0
33045570810;0;0
33045570812;0;0
33045570813;0;0
33045570814;0;0
33045570815;0;0
33045570816;0;0
33045570817;0;0
33045570818;0;0
33045570819;0;0
33045570821;0;0
33045570822;0;0
33045570825;0;0
33045570827;0;0
33045570828;0;0
33045570829;0;0
33045570830;0;0
33045570831;0;0
33045570832;0;0
33045570833;0;0
33045570834;0;0
33045570835;0;0
33045570838;0;0
33045570840;0;0
33045570845;0;0
33045570846;0;0
33045570848;0;0
33045570850;0;0
33045570851;0;0
33045570852;0;0
33045570856;0;0
33045570857;0;0
33045570858;0;0
33045570859;0;0
33045570860;0;0
33045570864;0;0
33045570867;0;0
33045570868;0;0
33045570871;0;0
33045570872;0;0
33045570873;0;0
33045570874;0;0
33045570875;0;0
33045570876;0;0
33045570881;0;0
33045570883;0;0
33045570884;0;0
33045570885;0;0
33045570886;0;0
33045570887;0;0
33045570889;0;0
33045570891;0;0
33045570893;0;0
33045570894;0;0
33045570896;0;0
33045570897;0;0
33045570899;0;0
33045570900;0;0
33045570901;0;0
33045570902;0;0
33045570904;0;0
33045570905;0;0
33045570910;0;0
33045570911;0;0
33045570912;0;0
33045570913;0;0
33045570914;0;0
33045570915;0;0
33045570916;0;0
33045570919;0;0
33045570920;0;0
33045570921;0;0
33045570922;0;0
33045570923;0;0
33045570924;0;0
33045570925;0;0
33045570926;0;0
33045570927;0;0
33045570929;0;0
33045570930;0;0
33045570931;0;0
33045570932;0;0
33045570933;0;0
33045570934;0;0
33045570935;0;0
33045570936;0;0
33045570937;0;0
33045570938;0;0
33045570939;0;0
33045570940;0;0
33045570941;0;0
33045570942;0;0
33045570943;0;0
33045570944;0;0
33045570945;0;0
33045570946;0;0
33045570947;0;0
33045570949;0;0
33045570951;0;0
33045570952;0;0
33045570954;0;0
33045570955;0;0
33045570956;0;0
33045570957;0;0
33045570958;0;0
33045570960;0;0
33045570961;0;0
33045570962;0;0
33045570963;0;0
33045570966;0;0
33045570967;0;0
33045570971;0;0
33045570975;0;0
33045570980;0;0
33045570981;0;0
33045570983;0;0
33045570984;0;0
33045570985;0;0
33045570986;0;0
33045570987;0;0
33045570988;0;0
33045570989;0;0
33045570990;0;0
33045570991;0;0
33045570992;0;0
33045570993;0;0
33045570994;0;0
33045570995;0;0
33045570996;0;0
33045570997;0;0
33045570998;0;0
33045570999;0;0
33045571000;0;0
33045571001;0;0
33045571003;0;0
33045571004;0;0
33045571005;0;0
33045571006;0;0
33045571007;0;0
33045571008;0;0
33045571009;0;0
33045571010;0;0
33045571011;0;0
33045571012;0;0
33045571013;0;0
33045571014;0;0
33045571015;0;0
33045571017;0;0
33045571018;0;0
33045571019;0;0
33045571020;0;0
33045571021;0;0
33045571022;0;0
33045571024;0;0
33045571026;0;0
33045571027;0;0
33045571030;0;0
33045571031;0;0
33045571032;0;0
33045571033;0;0
33045571035;0;0
33045571036;0;0
33045571037;0;0
33045571039;0;0
33045571040;0;0
33045571041;0;0
33045571042;0;0
33045571044;0;0
33045571047;0;0
33045571048;0;0
33045571049;0;0
33045571050;0;0
33045571051;0;0
33045571052;0;0
33045571053;0;0
33045571054;0;0
33045571055;0;0
33045571056;0;0
33045571057;0;0
33045571058;0;0
33045571059;0;0
33045571060;0;0
33045571061;0;0
33045571062;0;0
33045571063;0;0
33045571064;0;0
33045571065;0;0
33045571066;0;0
33045571067;0;0
33045571068;0;0
33045571069;0;0
33045571070;0;0
33045571071;0;0
33045571072;0;0
33045571074;0;0
33045571075;0;0
33045571077;0;0
33045571078;0;0
33045571079;0;0
33045571082;0;0
33045571083;0;0
33045571084;0;0
33045571085;0;0
33045571086;0;0
33045571087;0;0
33045571089;0;0
33045571090;0;0
33045571091;0;0
33045571092;0;0
33045571094;0;0
33045571095;0;0
33045571096;0;0
33045571097;0;0
33045571099;0;0
33045571100;0;0
33045571103;0;0
33045571104;0;0
33045571105;0;0
33045571106;0;0
33045571109;0;0
33045571110;0;0
33045571111;0;0
33045571112;0;0
33045571113;0;0
33045571114;0;0
33045571118;0;0
33045571119;0;0
33045571120;0;0
33045571121;0;0
33045571123;0;0
33045571126;0;0
33045571127;0;0
33045571128;0;0
33045571129;0;0
33045571130;0;0
33045571131;0;0
33045571132;0;0
33045571136;0;0
33045571137;0;0
33045571139;0;0
33045571140;0;0
33045571141;0;0
33045571142;0;0
33045571144;0;0
33045571145;0;0
33045571146;0;0
33045571147;0;0
33045571148;0;0
33045571149;0;0
33045571150;0;0
33045571151;0;0
33045571152;0;0
33045571153;0;0
33045571154;0;0
33045571161;0;0
33045571162;0;0
33045571167;0;0
33045571170;0;0
33045571171;0;0
33045571172;0;0
33045571175;0;0
33045571176;0;0
33045571177;0;0
33045571179;0;0
33045571180;0;0
33045571181;0;0
33045571182;0;0
33045571183;0;0
33045571187;0;0
33045571188;0;0
33045571193;0;0
33045571194;0;0
33045571195;0;0
33045571196;0;0
33045571198;0;0
33045571199;0;0
33045571201;0;0
33045571202;0;0
33045571203;0;0
33045571204;0;0
33045571219;0;0
33045571220;0;0
33045571221;0;0
33045571230;0;0
33045571231;0;0
33045571232;0;0
33045571233;0;0
33045571235;0;0
33045571240;0;0
33045571245;0;0
33045571252;0;0
33045571260;0;0
33045571262;0;0
33045571267;0;0
33045571270;0;0
33045571276;0;0
33045571279;0;0
33045571280;0;0
33045571283;0;0
33045571288;0;0
33045571290;0;0
33045571296;0;0
33045571298;0;0
33045571300;0;0
33045571301;0;0
33045571302;0;0
33045571305;0;0
33045571306;0;0
33045571307;0;0
33045571308;0;0
33045571309;0;0
33047550001;0;0
33047550002;0;0
33047550003;0;0
33047550005;0;0
33047550006;0;0
33049040002;0;0
33049040003;0;0
33049040004;0;0
33049040005;0;0
33049040006;0;0
33049040007;0;0
33049040008;0;0
33049040009;0;0
33049040010;0;0
33049040011;0;0
33049040012;0;0
33049040013;0;0
33049040014;0;0
33049040015;0;0
33049040016;0;0
33049040017;0;0
33049040018;0;0
33049040019;0;0
33049040020;0;0
33049040021;0;0
33049040022;0;0
33049040024;0;0
33049040025;0;0
33049040026;0;0
33049040027;0;0
33049040028;0;0
33049040029;0;0
33049040030;0;0
33049040032;0;0
33049040033;0;0
33049040034;0;0
33049040035;0;0
33049040036;0;0
33049040037;0;0
33049040038;0;0
33049040039;0;0
33049040040;0;0
33049040041;0;0
33049040042;0;0
33049040043;0;0
33049040044;0;0
33049040045;0;0
33049040047;0;0
33049040048;0;0
33049040049;0;0
33049040050;0;0
33049040051;0;0
33049040052;0;0
33049040053;0;0
33049040054;0;0
33049040055;0;0
33049040057;0;0
33049040059;0;0
33049040062;0;0
33049040063;0;0
33049040065;0;0
33049040066;0;0
33049040069;0;0
33049040070;0;0
33049040071;0;0
33049040072;0;0
33049040073;0;0
33049040074;0;0
33050000001;0;0
33051090002;0;0
33051090003;0;0
33051090004;0;0
33051090005;0;0
33051090006;0;0
33051090007;0;0
33051090008;0;0
33051090010;0;0
33051090011;0;0
33051090012;0;0
33051090013;0;0
33051090017;0;0
33051090020;0;0
33051090021;0;0
33051090022;0;0
33051090023;0;0
33051090025;0;0
33051090026;0;0
33051090027;0;0
33051090028;0;0
33051090029;0;0
33051090030;0;0
33051090031;0;0
33051090033;0;0
33051090034;0;0
33051090037;0;0
33051090038;0;0
33051090039;0;0
33051090040;0;0
33051090041;0;0
33051090043;0;0
33051090044;0;0
33051090049;0;0
33051090053;0;0
33051090054;0;0
33052080001;0;0
33052080003;0;0
33052080004;0;0
33052080008;0;0
33052080009;0;0
33052080010;0;0
33052080011;0;0
33052080012;0;0
33052080013;0;0
33055050001;0;0
33055050002;0;0
33055050004;0;0
33055050005;0;0
33055050006;0;0
33055050008;0;0
33055540005;0;0
33055540006;0;0
33055540007;0;0
33056040001;0;0
33056040002;0;0
33057520001;0;0
33057520002;0;0
33058020001;0;0
33058020002;0;0
33058020003;0;0
33058020004;0;0
33058020005;0;0
33058020006;0;0
33058020007;0;0
33058020008;0;0
33058020009;0;0
33058020010;0;0
33058020011;0;0
33058020012;0;0
33058020014;0;0
33058020015;0;0
33058020016;0;0
33058020017;0;0
33058020019;0;0
33058020020;0;0
33058020021;0;0
33058020024;0;0
33058020025;0;0
33058020026;0;0
33058020027;0;0
33058020028;0;0
33058020029;0;0
33058020030;0;0
33058020031;0;0
33058020032;0;0
33058020033;0;0
33058020034;0;0
33058020035;0;0
33058020037;0;0
33058020038;0;0
33058020039;0;0
33058020040;0;0
33058020041;0;0
33058020042;0;0
33058020043;0;0
33058020044;0;0
33058020046;0;0
33058020048;0;0
33058020049;0;0
33058020050;0;0
33058020051;0;0
33058020052;0;0
33058020053;0;0
33058020054;0;0
33058020055;0;0
33058020056;0;0
33061070003;0;0
33061070004;0;0
33061070005;0;0
33061070006;0;0
33061070008;0;0
33061070009;0;0
33061070010;0;0
33061070011;0;0
33062060002;0;0
33063050002;0;0
33063050003;0;0
33063050004;0;0
33063050007;0;0
33063050008;0;0
33063050009;0;0
33063050012;0;0
33063050013;0;0
33063050014;0;0
33063050015;0;0
33063050016;0;0
33063050017;0;0
33063050018;0;0
33063050019;0;0
33063050020;0;0
33063050021;0;0
33063050022;0;0
33063050024;0;0
33063050027;0;0
33063050034;0;0
33063050035;0;0
33063050037;0;0
33063050038;0;0
33063050042;0;0
33063050046;0;0
33063050047;0;0
33063050048;0;0
33063050049;0;0
33063050051;0;0
33063050052;0;0
33063050053;0;0
33063050054;0;0
33063050056;0;0
33063050057;0;0
33063050058;0;0
33063050060;0;0
33063050064;0;0
33063050065;0;0
33063050066;0;0
33063050069;0;0
33063050072;0;0
33063050073;0;0
33063050076;0;0
33063050078;0;0
33063050079;0;0
33063050080;0;0
33063050081;0;0
33063050084;0;0
33063050087;0;0
33063050090;0;0
33063050091;0;0
33063050092;0;0
33063050094;0;0
33063050095;0;0
33063050096;0;0
33063050097;0;0
33063050098;0;0
33063050183;0;0
33063050184;0;0
35016080007;0;0
35019050001;1;1
35039010001;0;0
35039010002;0;0
35039010006;0;0
35039010007;0;0
35041070001;0;0
35041070002;1;1
35041070003;0;0
35041070004;0;0
35041070005;0;0
35041070008;0;0
35041070009;0;0
35041070010;1;1
35041070012;0;0
35041070013;0;0
35041070015;0;0
35045030001;0;0
35049090001;0;0
35049090002;0;0
35057080005;0;0
35057080029;0;0
35057080032;0;0
35057080033;0;0
35057080034;0;0
35057080035;0;0
35057080037;0;0
35057080038;0;0
35057080041;0;0
35057080042;0;0
35057080043;0;0
35057080045;0;0
35057080046;0;0
35057080050;0;0
35060030001;1;1
35060030002;1;1
35060030008;0;0
35060030010;0;0
35060030013;1;1
35060030014;0;0
35060030017;0;0
35060030018;0;0
35060030019;0;0
35060030020;0;0
35060030021;1;1
35060030022;0;0
35060030023;0;0
35060030024;0;0
35060030025;0;0
35063590003;0;0
35063590006;0;0
35063590011;0;0
35063590012;0;0
35063590015;0;0
35063590016;0;0
35063590018;0;0
35063590019;0;0
35063590020;0;0
35063590021;0;0
35063590022;0;0
35063590023;0;0
35063590025;0;0
35063590026;0;0
35063590028;0;0
35063590029;0;0
35063590030;0;0
35063590032;0;0
35063590033;0;0
35063590034;0;0
35063590035;0;0
35063590036;0;0
35063590037;0;0
35063590038;0;0
35066070001;0;0
35066070002;0;0
35066070005;0;0
35066070006;0;0
35075060001;0;0
35075060002;0;0
35076050001;0;0
35084050003;0;0
35084050005;0;0
35084050006;0;0
35084050008;0;0
35085040002;0;0
35090070002;0;0
35090070003;0;0
35090070005;0;0
35090070006;0;0
35090070007;0;0
35090070008;0;0
35090070010;0;0
35090070011;0;0
35090070012;0;0
35090070014;0;0
35092050001;0;0
35092050002;0;0
35092050004;0;0
35092050006;0;0
35092050007;0;0
35092050008;0;0
35092050009;0;0
35092050011;0;0
35092050012;0;0
35092050013;0;0
35092050014;0;0
35092050015;0;0
35092050016;0;0
35092050017;0;0
35092050025;0;0
35092050026;0;0
35092050028;0;0
35092050029;0;0
35092050032;0;0
35092050033;0;0
35092050034;0;0
35095020001;0;0
35095020004;0;0
35095020005;1;1
35095020006;1;1
35095020009;0;0
35095020010;0;0
35095020011;0;0
35095020013;0;0
35095020019;0;0
35095020022;0;0
35095020023;0;0
35095020025;0;0
35095020028;0;0
35095020029;0;0
35095020033;0;0
35095020035;1;1
35095020037;0;0
35095020038;0;0
35095020041;0;0
35095020043;1;1
35095020044;1;1
35095020045;0;0
35095020046;0;0
35095020047;0;0
35095020048;0;0
35095020050;0;0
35095020051;0;0
35095020052;0;0
35095020053;0;0
35095020054;1;1
35095020055;0;0
35095020056;1;1
35095020057;0;0
35095020058;0;0
35095020062;0;0
35095020063;1;1
35095020064;0;0
35095020065;0;0
35095020068;0;0
35095020072;0;0
35095020073;0;0
35095020074;0;0
35095020076;0;0
35095020077;1;1
35095020078;0;0
35095020079;0;0
35095020084;0;0
35095020087;0;0
35095020088;0;0
35095020090;0;0
35095020095;0;0
35095020096;1;1
35095020097;1;1
35095020098;0;0
35095020101;0;0
35095020102;1;1
35095020103;0;0
35095020104;1;1
35095020105;0;0
35095020106;0;0
35095020107;1;1
35095020108;0;0
35095020109;0;0
35095020111;0;0
35095020112;0;0
35095020114;0;0
35095020118;0;0
35095020119;1;1
35095020122;0;0
35095020124;0;0
35095020125;0;0
35095020126;0;0
